Timestamp,LV_LTB_1_92.MSB1_Carpark#Apparent Power#kVA,LV_LTB_1_92.MSB1_Carpark#Block Demand Apparent Power Total#kVA,LV_LTB_1_92.MSB1_Carpark#Block Demand Current A Into the Load#A,LV_LTB_1_92.MSB1_Carpark#Block Demand Current Avg Into the Load#A,LV_LTB_1_92.MSB1_Carpark#Block Demand Current B Into the Load#A,LV_LTB_1_92.MSB1_Carpark#Block Demand Current C Into the Load#A,LV_LTB_1_92.MSB1_Carpark#Block Demand Reactive Power#kVAr,LV_LTB_1_92.MSB1_Carpark#Block Demand Real Power#kW,LV_LTB_1_92.MSB1_Carpark#Frequency#Hz,LV_LTB_1_92.MSB1_Carpark#Power Factor#%,LV_LTB_1_92.MSB1_Carpark#Reactive Power#kVAr,LV_LTB_1_92.MSB1_Carpark#Real Energy Into the Load#kWh,LV_LTB_1_92.MSB1_Carpark#Real Energy Out of the Load#kWh,LV_LTB_1_92.MSB1_Carpark#Real Power#kW,LV_LTB_1_92.MSB1_Carpark#Voltage A-B#V,LV_LTB_1_92.MSB1_Carpark#Voltage A-N#V,LV_LTB_1_92.MSB1_Carpark#Voltage B-C#V,LV_LTB_1_92.MSB1_Carpark#Voltage B-N#V,LV_LTB_1_92.MSB1_Carpark#Voltage C-A#V,LV_LTB_1_92.MSB1_Carpark#Voltage C-N#V,LV_LTB_1_92.MSB1_Main_Incomer#Apparent Power#kVA,LV_LTB_1_92.MSB1_Main_Incomer#Block Demand Apparent Power Total#kVA,LV_LTB_1_92.MSB1_Main_Incomer#Block Demand Current A Into the Load#A,LV_LTB_1_92.MSB1_Main_Incomer#Block Demand Current Avg Into the Load#A,LV_LTB_1_92.MSB1_Main_Incomer#Block Demand Current B Into the Load#A,LV_LTB_1_92.MSB1_Main_Incomer#Block Demand Current C Into the Load#A,LV_LTB_1_92.MSB1_Main_Incomer#Block Demand Reactive Power#kVAr,LV_LTB_1_92.MSB1_Main_Incomer#Block Demand Real Power#kW,LV_LTB_1_92.MSB1_Main_Incomer#Frequency#Hz,LV_LTB_1_92.MSB1_Main_Incomer#Power Factor#%,LV_LTB_1_92.MSB1_Main_Incomer#Reactive Power#kVAr,LV_LTB_1_92.MSB1_Main_Incomer#Real Energy Into the Load#kWh,LV_LTB_1_92.MSB1_Main_Incomer#Real Energy Out of the Load#kWh,LV_LTB_1_92.MSB1_Main_Incomer#Real Power#kW,LV_LTB_1_92.MSB1_Main_Incomer#Voltage A-B#V,LV_LTB_1_92.MSB1_Main_Incomer#Voltage A-N#V,LV_LTB_1_92.MSB1_Main_Incomer#Voltage B-C#V,LV_LTB_1_92.MSB1_Main_Incomer#Voltage B-N#V,LV_LTB_1_92.MSB1_Main_Incomer#Voltage C-A#V,LV_LTB_1_92.MSB1_Main_Incomer#Voltage C-N#V,LV_LTB_1_92.MSB1_Tenancy_MDB#Apparent Power#kVA,LV_LTB_1_92.MSB1_Tenancy_MDB#Block Demand Apparent Power Total#kVA,LV_LTB_1_92.MSB1_Tenancy_MDB#Block Demand Current A Into the Load#A,LV_LTB_1_92.MSB1_Tenancy_MDB#Block Demand Current Avg Into the Load#A,LV_LTB_1_92.MSB1_Tenancy_MDB#Block Demand Current B Into the Load#A,LV_LTB_1_92.MSB1_Tenancy_MDB#Block Demand Current C Into the Load#A,LV_LTB_1_92.MSB1_Tenancy_MDB#Block Demand Reactive Power#kVAr,LV_LTB_1_92.MSB1_Tenancy_MDB#Block Demand Real Power#kW,LV_LTB_1_92.MSB1_Tenancy_MDB#Frequency#Hz,LV_LTB_1_92.MSB1_Tenancy_MDB#Power Factor#%,LV_LTB_1_92.MSB1_Tenancy_MDB#Reactive Power#kVAr,LV_LTB_1_92.MSB1_Tenancy_MDB#Real Energy Into the Load#kWh,LV_LTB_1_92.MSB1_Tenancy_MDB#Real Energy Out of the Load#kWh,LV_LTB_1_92.MSB1_Tenancy_MDB#Real Power#kW,LV_LTB_1_92.MSB1_Tenancy_MDB#Voltage A-B#V,LV_LTB_1_92.MSB1_Tenancy_MDB#Voltage A-N#V,LV_LTB_1_92.MSB1_Tenancy_MDB#Voltage B-C#V,LV_LTB_1_92.MSB1_Tenancy_MDB#Voltage B-N#V,LV_LTB_1_92.MSB1_Tenancy_MDB#Voltage C-A#V,LV_LTB_1_92.MSB1_Tenancy_MDB#Voltage C-N#V,LV_LTB_2_92.MSB2_Main_Incomer#Apparent Power#kVA,LV_LTB_2_92.MSB2_Main_Incomer#Block Demand Apparent Power Total#kVA,LV_LTB_2_92.MSB2_Main_Incomer#Block Demand Current A Into the Load#A,LV_LTB_2_92.MSB2_Main_Incomer#Block Demand Current Avg Into the Load#A,LV_LTB_2_92.MSB2_Main_Incomer#Block Demand Current B Into the Load#A,LV_LTB_2_92.MSB2_Main_Incomer#Block Demand Current C Into the Load#A,LV_LTB_2_92.MSB2_Main_Incomer#Block Demand Reactive Power#kVAr,LV_LTB_2_92.MSB2_Main_Incomer#Block Demand Real Power#kW,LV_LTB_2_92.MSB2_Main_Incomer#Frequency#Hz,LV_LTB_2_92.MSB2_Main_Incomer#Power Factor#%,LV_LTB_2_92.MSB2_Main_Incomer#Reactive Power#kVAr,LV_LTB_2_92.MSB2_Main_Incomer#Real Energy Into the Load#kWh,LV_LTB_2_92.MSB2_Main_Incomer#Real Energy Out of the Load#kWh,LV_LTB_2_92.MSB2_Main_Incomer#Real Power#kW,LV_LTB_2_92.MSB2_Main_Incomer#Voltage A-B#V,LV_LTB_2_92.MSB2_Main_Incomer#Voltage A-N#V,LV_LTB_2_92.MSB2_Main_Incomer#Voltage B-C#V,LV_LTB_2_92.MSB2_Main_Incomer#Voltage B-N#V,LV_LTB_2_92.MSB2_Main_Incomer#Voltage C-A#V,LV_LTB_2_92.MSB2_Main_Incomer#Voltage C-N#V,LV_LTB_3_92.MSB3_Main_Incomer#Apparent Power#kVA,LV_LTB_3_92.MSB3_Main_Incomer#Block Demand Apparent Power Total#kVA,LV_LTB_3_92.MSB3_Main_Incomer#Block Demand Current A Into the Load#A,LV_LTB_3_92.MSB3_Main_Incomer#Block Demand Current Avg Into the Load#A,LV_LTB_3_92.MSB3_Main_Incomer#Block Demand Current B Into the Load#A,LV_LTB_3_92.MSB3_Main_Incomer#Block Demand Current C Into the Load#A,LV_LTB_3_92.MSB3_Main_Incomer#Block Demand Reactive Power#kVAr,LV_LTB_3_92.MSB3_Main_Incomer#Block Demand Real Power#kW,LV_LTB_3_92.MSB3_Main_Incomer#Frequency#Hz,LV_LTB_3_92.MSB3_Main_Incomer#Power Factor#%,LV_LTB_3_92.MSB3_Main_Incomer#Reactive Power#kVAr,LV_LTB_3_92.MSB3_Main_Incomer#Real Energy Into the Load#kWh,LV_LTB_3_92.MSB3_Main_Incomer#Real Energy Out of the Load#kWh,LV_LTB_3_92.MSB3_Main_Incomer#Real Power#kW,LV_LTB_3_92.MSB3_Main_Incomer#Voltage A-B#V,LV_LTB_3_92.MSB3_Main_Incomer#Voltage A-N#V,LV_LTB_3_92.MSB3_Main_Incomer#Voltage B-C#V,LV_LTB_3_92.MSB3_Main_Incomer#Voltage B-N#V,LV_LTB_3_92.MSB3_Main_Incomer#Voltage C-A#V,LV_LTB_3_92.MSB3_Main_Incomer#Voltage C-N#V
1/2/2020 0:15,43.45432281,43.63680267,73.48914337,60.3539772,57.76620865,49.80650711,-13.33428288,41.54017258,50.01330948,95.2548027,-13.24305058,620117.576,0,41.38719177,414.5920105,240.2605438,417.6970215,239.7261658,418.966095,242.1453857,88.07548523,,,,,,,,,97.2118454,-20.65285683,759213.8125,0.006986345,85.61979675,,240.4306488,,239.7874298,,242.2753754,6.667006016,9.21282196,6.767124653,12.78041458,21.50991058,10.06421947,4.815994263,7.848310947,50.06851196,83.73749852,3.313714504,295377.534,0,5.785176277,414.3734436,240.4019012,417.3714294,239.7733612,418.7824097,242.2344055,134.8014221,,,,,,,,,89.04831696,-61.33682251,971413.0625,0,120.0383911,,240.9675598,,240.3338928,,242.8459625,99.07331085,,,,,,,,,-99.99650574,0.828415692,164741.7031,0,99.06984711,,240.3359375,,239.7392883,,242.0759277
1/2/2020 0:30,40.47417831,42.76353073,72.00307465,59.20399475,55.64717865,49.96178436,-13.14513588,40.69217682,50.10519409,94.82380152,-12.7944622,620127.533,0,38.39870834,414.3631592,240.7021484,417.3539124,240.0613098,418.6216431,242.4355469,90.60208893,89.28185272,,,,,-21.041996,86.71855927,,96.90999603,-22.34867287,759235.3125,0.006986345,87.80247498,,240.703598,,240.0202484,,242.418396,10.46456146,8.100234985,5.590900421,11.2624321,18.13949585,10.05693722,4.406732559,6.79258728,50.10667038,81.43299818,5.266341686,295379.304,0,9.042825699,416.0931396,240.6708221,418.9328613,239.983902,420.2833862,242.3728943,139.0562134,137.148468,,,,,-62.08150101,122.4375153,,89.07325745,-63.20491409,971443.6875,0,123.8618927,,240.8447113,,240.2536469,,242.6206207,98.22602844,99.64434814,,,,,1.227120876,99.64183044,,-99.99931335,0.363193572,164766.5469,0,98.22535706,,240.5035553,,239.8163147,,242.1454468
1/2/2020 0:45,30.41324615,39.35438156,65.45359802,54.47373581,49.32032013,48.64727402,-12.61346531,37.27693939,49.98842239,92.88909435,-11.25195026,620136.187,0,28.25525093,415.5152283,240.7685089,418.4036255,240.2082977,419.5263367,242.3950195,80.17012024,,,,,,,,,96.61374664,-20.68612671,759255.625,0.006986345,77.45536041,,241.4233093,,240.7654419,,243.0266113,6.287187099,8.988869667,6.838505268,12.52620983,23.08984184,7.650285721,4.440274715,7.790171146,49.97337723,87.39140034,3.466170311,295381.314,0,5.245415688,415.1731262,240.9167023,417.8486328,240.3179169,419.1437988,242.5033875,137.1491547,,,,,,,,,89.26331329,-61.82462311,971474.0625,0,122.4238892,,241.6739044,,241.0346222,,243.3862305,96.25489807,,,,,,,,,99.99946594,-0.313468754,164790.9219,0,96.2543869,,240.880249,,240.3098145,,242.4514313
1/2/2020 1:00,30.58621979,31.09126663,53.06484985,42.98618698,39.04814148,36.84576035,-11.36470127,28.93671989,50.02345657,92.86410809,-11.33610725,620143.259,0,28.40791321,415.2363892,240.9946136,417.9567566,240.3542786,419.1808472,242.5420532,75.11241913,80.30210114,,,,,-21.94431114,77.18062592,,95.83448792,-21.45311737,759273.9375,0.006986345,71.98360443,,241.1697083,,240.4820709,,242.6524811,6.567840576,8.559928894,5.835091114,11.95235538,21.64763451,8.374330521,4.089252472,7.507026672,50.09725571,86.44549847,3.482307196,295383.071,0,5.568668365,415.4436951,241.0124207,418.229126,240.3290558,419.5344238,242.5212402,141.1052704,136.3361511,,,,,-62.05617523,121.5329971,,89.33776855,-63.39950943,971504.4375,0,126.0603027,,241.3356018,,240.7685547,,242.9960327,92.35296631,95.83488464,,,,,0.380851448,95.83411407,,99.99843597,-0.516741455,164814.4688,0,92.35151672,,240.9078064,,240.3138885,,242.3939514
1/2/2020 1:15,26.3366909,28.02938461,48.44408035,38.76364517,34.75157547,33.09518433,-10.91074181,25.81380272,49.96302795,91.41889811,-10.62381554,620149.359,0,24.09887505,415.4810791,241.1522827,418.148407,240.6012421,419.3535767,242.7565613,74.79207611,,,,,,,,,95.58295441,-21.98299789,759291.4375,0.006986345,71.48847961,,241.1057892,,240.5649872,,242.7285461,10.55038929,7.98029232,6.3844347,11.07912731,17.89649582,8.95645237,4.165417671,6.793151855,49.99736023,86.73660159,5.154046535,295384.711,0,9.205787659,415.640564,241.230011,418.1506653,240.6203613,419.4702454,242.784256,151.080246,,,,,,,,,89.3904953,-67.72271729,971536.0625,0,135.0513916,,241.3482666,,240.8622437,,243.0439758,91.75234222,,,,,,,,,99.99880981,-0.447798043,164836.9844,0,91.75125122,,241.1445313,,240.5793457,,242.6845703
1/2/2020 1:30,26.14509773,26.58747864,46.29918289,36.73773193,32.69371033,31.22033882,-10.32600117,24.48309708,49.90911484,92.82150269,-10.62248993,620155.572,0,23.88993263,416.4814148,241.7774811,419.0508118,241.2153778,420.216156,243.3131256,75.68807983,72.94467163,,,,,-20.43758965,69.94289398,,96.42589569,-20.05443573,759308.875,0.006986345,72.98290253,,241.7207794,,241.1472321,,243.1930084,6.059595108,7.792350292,6.428845406,10.8228941,18.40256691,7.637266636,3.961485624,6.707047939,49.89496231,80.6843996,3.271240234,295386.48,0,5.100752831,416.2809143,241.7890472,418.8656006,241.1897583,420.0700989,243.3206635,147.8537903,146.1878815,,,,,-65.3719635,130.8881073,,89.36177063,-66.36105347,971569.875,0,132.1247711,,241.6852112,,241.1782684,,243.2476044,70.3711319,88.23577118,,,,,-0.293035954,88.22864532,,99.8999939,-3.146366596,164858.5781,0,70.30075836,,241.8030548,,241.2355652,,243.2596283
1/2/2020 1:45,30.44335747,29.4306736,50.45853806,40.5946579,36.76315308,34.56227112,-11.15574169,27.23072243,49.87752914,92.76769161,-11.32429695,620162.643,0,28.2587738,416.4512634,241.9633179,419.0701294,241.3844299,420.2856445,243.5257721,82.93162537,,,,,,,,,97.76483154,-17.43612099,759327.875,0.006986345,81.07795715,,242.1765747,,241.5464325,,243.7118378,5.135176182,8.840586662,5.9602561,12.2508316,19.81064987,10.98159122,4.835042,7.395161629,50.04001999,84.28919911,2.548484802,295388.292,0,4.458167553,417.3824768,242.0024261,420.067627,241.330368,421.2194214,243.53302,137.7871094,,,,,,,,,89.06781769,-62.64274216,971601.625,0,122.7239761,,242.4116211,,241.8811646,,244.051712,68.61843109,,,,,,,,,99.88535309,-3.284789324,164875.5,0,68.5397644,,242.0942688,,241.495697,,243.5496674
1/2/2020 2:00,30.33105087,30.57112885,51.78994751,42.07078934,38.1179924,36.30446625,-11.40227127,28.36507034,50.01470566,91.64530039,-11.10175133,620169.631,0,28.22629547,412.1615906,239.192749,414.78125,238.63797,415.9580383,240.6394806,73.65171051,77.9835434,,,,,-19.38427925,75.47609711,,96.55787659,-19.15760994,759346.625,0.006986345,71.11652374,,239.2261505,,238.6582642,,240.6501312,7.664376736,8.131575584,6.783080578,11.25713348,18.16979599,8.818484306,4.418724537,6.814584732,50.10715866,83.95990133,3.624711514,295389.965,0,6.753083229,414.0401917,239.2497864,416.5142517,238.6565704,417.7462769,240.6753845,147.4598541,141.4523163,,,,,-63.92424774,126.3392715,,90.24941254,-63.51126862,971633.0625,0,133.0816498,,240.264801,,239.6993408,,241.8450165,68.69942474,68.42222595,,,,,-2.644308805,68.34815216,,99.92007446,-2.746188879,164892.7656,0,68.64451599,,239.1709747,,238.6073456,,240.6066895
1/2/2020 2:15,26.07982445,27.13388824,47.66567612,37.73338318,33.91350174,31.62094688,-10.65092468,24.95281601,49.9706459,91.63470268,-10.45250702,620175.617,0,23.89356232,413.1779175,239.3896484,415.8249207,238.8639526,416.9961548,240.7563629,71.72966003,,,,,,,,,96.5922699,-18.56583595,759364.375,0.006986345,69.28530121,,239.7336578,,239.1217041,,241.1021881,6.484559536,7.901403904,6.207798481,10.98013401,18.20194244,8.530654907,4.109061718,6.742628098,49.94729614,80.6155026,3.332510471,295391.896,0,5.562722683,413.1292114,239.4555206,415.6206665,238.867569,416.7784424,240.7824707,142.7840118,,,,,,,,,89.37123871,-64.05867767,971666,0,127.6078339,,240.2526398,,239.7825775,,241.8113251,73.08763123,,,,,,,,,99.95475006,-2.198551655,164910.3906,0,73.0545578,,239.3483734,,238.763916,,240.697052
1/2/2020 2:30,31.37684059,26.70015526,46.89154434,37.09957504,33.16600418,31.24115181,-10.59090042,24.50748444,50.00702286,93.0866003,-11.39414978,620182.136,0,29.23490143,413.2814636,238.955658,415.7469177,238.3855743,416.7932739,240.4100342,79.56472015,74.73053741,,,,,-19.7718029,72.00603485,,96.93053436,-19.56178665,759382.625,0.006986345,77.12250519,,239.4501343,,238.8258667,,240.846283,8.741722107,9.004136086,6.179200172,12.61239243,22.86036491,8.797624588,4.269532681,7.868792057,49.91588974,91.32840037,4.323457241,295393.631,0,7.597725391,412.9819641,239.0129089,415.4563599,238.3989258,416.59198,240.4489899,135.0631866,142.0467834,,,,,-62.72071457,127.5977097,,89.18682861,-61.08843613,971696.8125,0,120.4585724,,240.0550842,,239.4849091,,241.5379944,79.38473511,73.042099,,,,,-1.648939252,73.0074234,,99.98404694,-1.417922139,164929.2656,0,79.37207031,,239.0221558,,238.4447937,,240.4499359
